price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
950000,3,1.75,2150,4200,1,5,8,1140,1010,1960,98116,2510,7500
850000,3,1.75,1370,3850,1,5,7,770,600,1911,98112,1390,3600
316500,3,1.75,1600,14250,1,3,7,1070,530,1979,98023,2140,14960
260000,3,1.75,1100,10968,1,5,7,1100,0,1984,98042,1400,7799
400000,3,1.75,1590,8219,1.5,5,6,970,620,1938,98034,2030,7504
522000,3,1.75,1730,8400,1,4,7,1400,330,1980,98052,1830,8636
825000,3,1.75,2010,3090,1.5,5,7,1510,500,1926,98103,1600,3150
595000,3,1.75,1910,5753,1,3,8,1110,800,1941,98115,1630,5580
249900,3,1.75,1380,14000,1,4,5,1380,0,1939,98001,1490,18503
324500,3,1.75,1920,11340,1,4,7,1230,690,1977,98023,1980,9638
628000,3,1.75,4000,11894,1,3,9,2190,1810,1987,98011,2530,8650
512000,3,1.75,1610,12555,1,3,7,1080,530,1977,98052,1780,10374
166600,3,1.75,1150,8690,1,4,7,1150,0,1977,98042,1330,7040
539900,3,1.75,1650,10150,1,3,8,1230,420,1976,98033,1930,8958
642450,3,1.75,1830,4160,1,3,7,1230,600,1919,98144,1950,4160
720000,3,1.75,2040,4000,2,5,7,1360,680,1924,98105,1610,4000
291500,3,1.75,1260,9600,1,4,7,1260,0,1988,98042,1640,9946
530000,3,1.75,1250,6041,1.5,5,7,1250,0,1942,98115,1180,6042
255000,3,1.75,1410,9315,1,5,7,1410,0,1960,98031,1630,8250
234000,3,1.75,1420,8738,1,4,7,1420,0,1966,98002,1660,8738
645000,3,1.75,2070,5500,1,4,7,1130,940,1946,98115,1800,4400
342000,3,1.75,1660,16275,2,3,7,1660,0,1990,98014,1520,16275
451000,3,1.75,1560,4049,1.5,3,7,1000,560,1926,98126,1430,3738
601000,3,1.75,1330,6743,1,3,8,1330,0,1958,98125,2600,7350
323000,3,1.75,2100,14850,1,4,7,2100,0,1963,98042,1930,17238
335000,3,1.75,1570,7500,1,3,7,1300,270,1953,98146,1590,7660
440000,3,1.75,1560,7207,1,3,7,1250,310,1983,98034,1540,7485
532500,3,1.75,1330,5000,2,4,7,1210,120,1909,98116,1500,4000
237500,3,1.75,1050,7854,1,4,7,1050,0,1975,98023,1360,7668
475000,3,1.75,2020,8970,1,4,7,1180,840,1981,98072,2140,8008
475000,3,1.75,1700,8432,1,3,8,1230,470,1977,98125,1800,7842
375000,3,1.75,960,8106,1,3,7,960,0,1962,98052,1650,8035
349500,3,1.75,1260,7128,1,4,7,1260,0,1969,98034,1330,7326
245000,3,1.75,1490,6930,1,4,7,1490,0,1990,98030,1880,6861
249900,3,1.75,2080,12522,1,5,6,2080,0,1950,98001,1690,11200
415000,3,1.75,1480,2200,2,3,7,1480,0,1995,98103,1360,2190
512031,3,1.75,1540,3000,1,3,7,770,770,1920,98117,1420,4200
590000,3,1.75,1560,242629,1,3,7,1560,0,1981,98053,2320,220654
716500,3,1.75,1930,5000,1,3,9,1230,700,1936,98105,2300,6000
699000,3,1.75,1670,5375,1,3,7,1270,400,1952,98199,1460,6125
425000,3,1.75,1560,9452,1,4,8,1560,0,1974,98056,2200,9985
320000,3,1.75,2300,41900,1,4,8,1310,990,1939,98168,1160,8547
430000,3,1.75,1810,7300,1,4,7,1240,570,1976,98034,1460,7560
525000,3,1.75,1520,8835,1,4,7,1520,0,1957,98008,1760,8580
350000,3,1.75,1010,8580,1,3,7,1010,0,1961,98033,1500,8580
439995,3,1.75,1570,8400,1,4,7,1570,0,1959,98133,1860,8639
850000,3,1.75,1400,9900,1,3,7,1400,0,1951,98004,1810,10796
405000,3,1.75,1760,5355,1,3,7,1160,600,1956,98118,1790,6225
361000,3,1.75,1150,17585,1,3,7,1150,0,1964,98014,1200,7500
263000,3,1.75,1490,3800,1,3,6,700,790,1913,98118,2180,4000
510000,3,1.75,1490,3800,1,3,6,700,790,1913,98118,2180,4000
307000,3,1.75,1410,16105,1,3,7,1410,0,1982,98014,1550,18615
270000,3,1.75,1800,7763,1,3,6,1470,330,1984,98030,1440,7483
438000,3,1.75,1650,12940,1,4,7,1650,0,1961,98028,2830,12600
546000,3,1.75,2000,5000,1,4,7,1110,890,1921,98117,1750,5000
258000,3,1.75,2270,9000,1,4,8,1330,940,1978,98023,2090,8400
532500,3,1.75,1620,3360,1,5,7,980,640,1927,98117,1400,3840
320000,3,1.75,2300,12000,1,3,8,1770,530,1942,98133,2030,6000
364808,3,1.75,2320,7875,1,3,8,1620,700,1967,98058,1990,9720
284000,3,1.75,1530,9600,1,3,7,1200,330,1988,98042,1680,9680
372500,3,1.75,1680,8648,1,4,7,1680,0,1963,98133,1290,8147
234975,3,1.75,1650,8073,1,3,7,1100,550,1980,98092,1280,8073
600000,3,1.75,1620,1325,2.5,3,9,1430,190,2005,98102,1750,1572
279950,3,1.75,1510,11234,1,3,7,1210,300,1965,98155,2080,9076
647500,3,1.75,1290,3870,1,5,7,1290,0,1916,98144,2020,5850
445950,3,1.75,1300,7800,1,5,7,1300,0,1968,98034,1520,7344
549000,3,1.75,2000,6130,1,4,8,1120,880,1951,98117,2140,7150
749950,3,1.75,1800,5700,1,4,8,1000,800,1941,98119,1680,5350
234000,3,1.75,1490,8366,1,4,7,1010,480,1975,98042,1490,7469
253000,3,1.75,1250,10122,1,3,7,1250,0,1994,98010,1980,10175
685000,3,1.75,2210,8955,1,3,8,1560,650,1974,98033,2210,8976
907000,3,1.75,2170,12220,1,5,8,2170,0,1965,98033,1980,9000
459000,3,1.75,1620,7330,1,4,7,1090,530,1974,98034,1380,7191
352500,3,1.75,1860,7881,1,3,7,1160,700,1986,98198,1490,7527
260000,3,1.75,1050,5850,1,3,7,1050,0,1980,98166,1220,8880
521000,3,1.75,1730,18250,1,3,8,1730,0,1988,98011,2180,10027
390000,3,1.75,1320,7725,1,3,8,1320,0,1978,98058,2020,7210
550000,3,1.75,1650,3200,1.5,3,8,1650,0,1901,98102,1500,2400
350000,3,1.75,1830,9425,1,3,8,1590,240,1946,98146,1670,8430
860000,3,1.75,2180,14135,1,5,8,1300,880,1947,98033,3540,10318
434500,3,1.75,1650,7965,1,4,7,1650,0,1967,98034,1560,7350
294000,3,1.75,1530,9362,1,3,7,1530,0,1987,98038,1480,8125
605000,3,1.75,2330,6000,1.5,4,7,1630,700,1940,98126,1600,4000
372500,3,1.75,1550,12956,1,3,7,1210,340,1988,98045,1630,15360
500000,3,1.75,1620,4200,1,5,7,830,790,1945,98115,1580,5000
390000,3,1.75,1790,7123,1,3,7,1790,0,1913,98019,1660,8128
249950,3,1.75,1320,10454,1,4,7,1320,0,1968,98002,1680,10183
229900,3,1.75,1100,7224,1,3,7,1100,0,1981,98032,1700,8447
549500,3,1.75,1620,8438,1,4,8,1620,0,1961,98125,2040,9450
208000,3,1.75,1070,7200,1,3,7,1070,0,1994,98010,1480,7200
520000,3,1.75,2300,35722,1,3,9,2300,0,1984,98072,2600,34798
415000,3,1.75,2380,5650,1,4,8,1190,1190,1956,98118,2350,6554
411000,3,1.75,1490,9844,1,4,7,1190,300,1959,98155,1840,10150
340000,3,1.75,2190,12626,2,4,8,2190,0,1978,98042,3110,14592
662990,3,1.75,1240,3600,1.5,5,7,1240,0,1926,98116,1660,3600
396000,3,1.75,2340,5668,1,4,6,1200,1140,1941,98106,860,4800
700000,3,1.75,2000,14733,1,4,8,2000,0,1958,98005,2620,14733
374000,3,1.75,2000,9416,1,4,6,2000,0,1961,98033,1440,9555
340000,3,1.75,1740,46580,1,4,7,1740,0,1980,98010,1576,54685
617000,3,1.75,3020,360241,2,3,8,3020,0,1992,98092,1890,209959
300000,3,1.75,1280,12776,1,4,7,1280,0,1977,98031,1680,11704
300000,3,1.75,1830,51836,1,4,7,1430,400,1966,98059,1320,51400
264000,3,1.75,1760,7482,1,4,8,1760,0,1966,98023,2000,7500
337000,3,1.75,1400,6000,1,4,7,700,700,1919,98108,1030,6000
443000,3,1.75,1530,8028,1,3,7,1200,330,1967,98177,1530,8028
552500,3,1.75,2040,5775,1,3,7,1410,630,1958,98199,1360,4400
753000,3,1.75,2360,8290,1,4,7,1180,1180,1950,98115,1880,7670
260000,3,1.75,1340,8000,1,3,7,1340,0,1980,98038,1690,8000
243000,3,1.75,1790,12000,1,3,7,1040,750,1960,98198,1840,12000
805000,3,1.75,1080,3200,1,4,7,880,200,1926,98103,1780,5200
386500,3,1.75,1520,7350,1,4,7,1140,380,1972,98034,1380,7350
835000,3,1.75,1490,3840,2,3,8,1490,0,1984,98033,3450,8500
375000,3,1.75,1330,9417,1,5,6,710,620,1936,98125,1690,7937
325000,3,1.75,2250,26337,1,3,8,2250,0,1980,98092,1830,26337
315000,3,1.75,1660,8160,1,4,7,1660,0,1951,98166,1490,8100
500000,3,1.75,1530,8829,1,5,8,1530,0,1972,98006,2060,9226
315000,3,1.75,1890,10661,1,5,7,1460,430,1978,98038,1680,9604
432000,3,1.75,2410,51763,1,4,8,1410,1000,1981,98077,2410,49207
316500,3,1.75,1460,6360,1,3,7,1010,450,1979,98106,1400,4240
275000,3,1.75,1490,8000,1,3,8,1490,0,1978,98030,1740,8165
347000,3,1.75,1240,8050,1,4,7,1240,0,1978,98074,1370,9856
412000,3,1.75,1950,52256,1,4,8,1950,0,1985,98042,2450,51836
210000,3,1.75,1260,6223,1,3,7,820,440,1983,98042,1260,6553
635000,3,1.75,2940,6000,1,4,8,1590,1350,1957,98177,2880,8100
299000,3,1.75,1730,14270,1,3,7,1730,0,1959,98065,1600,11232
307000,3,1.75,1890,13860,1,5,7,1890,0,1966,98042,1500,14536
625000,3,1.75,1660,4800,2,3,7,1660,0,1906,98112,1660,4800
507000,3,1.75,2140,40098,1,5,8,1490,650,1950,98058,2220,35371
361000,3,1.75,1650,11220,1,4,7,1650,0,1969,98077,1340,10129
1.20E+06,3,1.75,1560,8078,1.5,4,6,1560,0,1928,98040,2890,16710
1.03E+06,3,1.75,2640,8000,1,4,9,1320,1320,1960,98040,2740,6000
310000,3,1.75,1420,7650,1,4,7,1100,320,1984,98056,1810,7650
235000,3,1.75,1190,7280,1,4,7,1190,0,1968,98092,1250,7800
280950,3,1.75,1390,8700,1,4,7,840,550,1912,98055,1390,10875
585000,3,1.75,1850,7735,1,4,8,1850,0,1983,98027,2220,7639
605000,3,1.75,1850,8823,1,4,8,1370,480,1973,98008,1880,7580
665000,3,1.75,1800,8000,1,3,8,1800,0,1972,98008,1950,8500
460000,3,1.75,1400,2003,1,4,8,700,700,1908,98119,1370,1281
265000,3,1.75,2050,10519,1,3,7,1240,810,1979,98058,1770,9605
490000,3,1.75,1720,12540,1,4,7,1720,0,1956,98006,1440,11850
250000,3,1.75,1770,8868,1,4,7,1770,0,1959,98002,1630,9706
257000,3,1.75,1850,10920,1.5,3,6,1850,0,1915,98034,1510,7871
465000,3,1.75,1490,10757,1,3,7,1060,430,1966,98034,1490,10609
510000,3,1.75,2170,26460,1,3,8,1450,720,1986,98074,2090,29075
700000,3,1.75,2600,7668,1,4,8,1300,1300,1968,98010,1980,13664
515000,3,1.75,1600,20873,1,3,8,1600,0,1955,98006,2640,18364
183000,3,1.75,1070,8100,1,4,6,1070,0,1957,98002,1260,8100
517100,3,1.75,1580,9719,1,5,7,1580,0,1962,98056,1760,8539
354950,3,1.75,1780,9689,1,3,7,1130,650,1976,98072,1660,9786
252000,3,1.75,1430,7700,1,4,7,980,450,1981,98031,1430,8625
357000,3,1.75,2400,14012,1,3,9,2400,0,1971,98003,2800,13988
482000,3,1.75,2600,105587,1,4,7,1300,1300,1980,98070,1941,208438
443725,3,1.75,1250,3880,1,4,7,750,500,1944,98117,1240,3880
450000,3,1.75,1610,11200,1,3,7,1610,0,1955,98033,1610,11200
280000,3,1.75,1590,7280,1,3,7,1140,450,1974,98058,1590,9634
562000,3,1.75,1600,10530,1,3,8,1600,0,1962,98155,2590,8274
490000,3,1.75,1540,9000,1,3,8,1540,0,1971,98125,1710,7488
737500,3,1.75,2320,10900,2,3,7,2320,0,1935,98115,1610,5800
262000,3,1.75,1320,6530,1,4,7,1320,0,1989,98023,1620,6817
340500,3,1.75,1810,10463,1,4,7,1810,0,1969,98058,1620,8551
195000,3,1.75,1510,8400,1,2,7,980,530,1979,98045,1500,10125
322000,3,1.75,1510,8400,1,2,7,980,530,1979,98045,1500,10125
260000,3,1.75,1580,7344,1,5,7,1580,0,1911,98126,1580,6207
575000,3,1.75,1580,7344,1,5,7,1580,0,1911,98126,1580,6207
285000,3,1.75,1840,8601,1,3,7,920,920,1905,98118,1390,7452
526000,3,1.75,1780,37801,1,3,7,1300,480,1977,98075,2380,47480
390000,3,1.75,1220,216332,1,3,7,1220,0,1981,98019,1540,61419
425000,3,1.75,1680,3000,1,4,6,840,840,1900,98103,1540,3700
439950,3,1.75,1720,223377,1,3,7,1240,480,1950,98019,2530,221442
630000,3,1.75,1540,6930,1,3,7,1250,290,1944,98115,1760,6930
675000,3,1.75,1710,5913,1,4,8,1120,590,1941,98199,2920,5922
375000,3,1.75,1440,8775,1,3,7,1440,0,1973,98034,1790,7865
399500,3,1.75,2420,12676,2,3,7,2420,0,1911,98045,1210,6769
300000,3,1.75,1500,8352,1,5,6,750,750,1943,98056,1500,8447
279900,3,1.75,1580,8151,1,4,7,1100,480,1962,98198,1650,8151
257500,3,1.75,1530,14087,1,3,7,1070,460,1979,98042,1770,13660
536000,3,1.75,1580,3764,1.5,3,7,1280,300,1945,98107,1560,3764
395000,3,1.75,1480,7700,1,3,8,1480,0,1975,98034,1930,8560
656000,3,1.75,1480,7475,1.5,3,8,1480,0,1943,98115,2120,7216
271900,3,1.75,1890,11875,1,3,7,1230,660,1979,98045,1580,10920
399500,3,1.75,1410,7700,1,4,7,1410,0,1967,98056,1560,7700
461000,3,1.75,3600,8666,2,4,6,2400,1200,1948,98033,2290,8200
273000,3,1.75,2050,9045,2,4,6,2050,0,1959,98058,1200,9045
365000,3,1.75,1380,9134,1,5,7,880,500,1981,98056,1400,8190
234500,3,1.75,1310,18400,1,3,7,870,440,1954,98168,1840,10790
374150,3,1.75,1390,9585,1,4,7,1390,0,1973,98133,1240,8188
404000,3,1.75,1410,15210,1,3,7,1410,0,1950,98166,1970,16290
370000,3,1.75,1570,16817,2,3,7,1570,0,1982,98045,1600,16817
615000,3,1.75,1950,8480,1,4,8,1250,700,1962,98007,1740,8480
555000,3,1.75,2040,6000,1,5,7,1120,920,1958,98116,1530,6250
385000,3,1.75,1300,7030,1,3,7,1300,0,1968,98034,1450,7650
645000,3,1.75,2340,6750,1.5,5,7,1620,720,1914,98103,1410,3388
359950,3,1.75,1570,6975,1,3,7,1040,530,1979,98126,1280,7813
223000,3,1.75,1360,10573,1,4,7,1360,0,1984,98023,1580,8280
195000,3,1.75,1380,7350,1,3,7,990,390,1981,98042,1660,8400
490000,3,1.75,1600,16510,1,3,8,1600,0,1984,98052,1510,10407
375000,3,1.75,1430,10574,2,3,7,1430,0,1981,98011,1900,10450
306000,3,1.75,1560,7500,1,4,8,1560,0,1966,98056,1600,7904
441500,3,1.75,1510,7700,1,3,7,1510,0,1968,98034,1440,7416
763101,3,1.75,1990,5560,1,4,7,1100,890,1939,98105,1460,3706
521000,3,1.75,1720,37363,1,4,8,1350,370,1974,98053,2740,40635
600000,3,1.75,2040,5000,1.5,3,7,1780,260,1924,98115,1690,5000
205000,3,1.75,1420,6980,1,5,7,820,600,1980,98023,1470,7319
350000,3,1.75,1580,19998,1,4,7,1580,0,1968,98010,1860,19998
510000,3,1.75,1600,19200,1,4,7,1600,0,1967,98034,2010,14850
420000,3,1.75,1720,8102,1,5,6,860,860,1940,98125,1440,8106
455000,3,1.75,1300,9600,1,4,7,1300,0,1969,98052,2070,9775
276000,3,1.75,2240,9200,1,4,7,1440,800,1968,98001,1740,9600
513000,3,1.75,1710,5000,1,4,7,1110,600,1944,98107,920,5000
483000,3,1.75,2110,10454,1,4,8,1440,670,1978,98028,1990,10890
385000,3,1.75,2160,5863,1.5,4,7,1260,900,1928,98144,1590,3000
259500,3,1.75,1650,12349,1,3,7,1650,0,1957,98188,1470,10763
535000,3,1.75,1380,3561,1,4,7,860,520,1925,98117,1820,4593
259000,3,1.75,1590,7148,1,3,7,1590,0,1952,98166,1150,7280
540000,3,1.75,2110,7129,1,3,8,1280,830,1982,98052,1810,8674
615000,3,1.75,2660,7800,1,4,8,1330,1330,1951,98117,1950,6240
439000,3,1.75,1250,7030,1,3,7,1250,0,1965,98008,1460,7210
424950,3,1.75,2090,7505,1,3,7,2090,0,1967,98034,1510,7416
255000,3,1.75,2190,6000,1.5,4,7,2190,0,1920,98002,1610,6000
190000,3,1.75,1100,9452,1,3,6,1100,0,1942,98146,1350,9452
400000,3,1.75,1470,6682,1,3,7,1470,0,1987,98034,1790,7379
850000,3,1.75,2450,8603,1,5,8,1340,1110,1940,98199,2280,5779
765000,3,1.75,2440,5800,1,4,8,1320,1120,1945,98199,2530,5800
178500,3,1.75,1120,10450,1,3,7,1120,0,1973,98045,1250,10414
781000,3,1.75,1940,8729,1,3,8,1460,480,1960,98125,2250,9165
431000,3,1.75,1630,9000,1,4,7,1630,0,1956,98166,1600,11120
575000,3,1.75,1720,4050,1,5,7,860,860,1906,98115,1720,4410
249000,3,1.75,1400,5648,1.5,5,6,1400,0,1917,98056,2320,9420
635000,3,1.75,1210,4400,1.5,4,8,1210,0,1930,98105,2020,3750
315000,3,1.75,1480,7500,1,4,7,1480,0,1968,98055,1480,7500
375000,3,1.75,1370,19550,1,3,7,1370,0,1978,98014,1430,17550
427500,3,1.75,1240,7200,1,5,7,1240,0,1942,98136,1640,7200
680000,3,1.75,1660,5750,1,4,7,1080,580,1909,98116,2060,5560
650000,3,1.75,1660,10819,1,4,7,1240,420,1942,98177,3110,11853
290000,3,1.75,1710,10950,1,3,7,1060,650,1967,98045,1180,10950
240000,3,1.75,1630,9450,1,4,7,1080,550,1977,98032,1280,9100
418000,3,1.75,1530,7238,1,3,7,1530,0,1959,98155,1580,7238
556000,3,1.75,1590,2500,1.5,4,7,1190,400,1908,98105,1420,3800
507250,3,1.75,1400,5750,1,3,6,1100,300,1915,98126,1500,5175
180000,3,1.75,1330,16000,1,3,7,1330,0,1978,98001,1330,14374
410000,3,1.75,1880,8424,1,4,7,1380,500,1977,98059,1970,8523
865000,3,1.75,2090,4725,2,3,7,1610,480,1947,98199,1280,4725
542000,3,1.75,1070,8030,1,3,7,1070,0,1966,98052,1540,7875
625000,3,1.75,2060,12558,1,4,7,1350,710,1984,98052,1850,8722
415000,3,1.75,1910,12596,1,3,7,1340,570,1977,98072,1550,13310
515000,3,1.75,1810,5733,1,4,7,1010,800,1926,98116,1260,4680
446000,3,1.75,1460,9998,1,3,7,960,500,1958,98028,1460,9998
419600,3,1.75,1680,8460,1,3,7,1180,500,1976,98133,1890,9529
1.23E+06,3,1.75,2200,14630,1.5,3,8,2200,0,1948,98004,2850,15803
749700,3,1.75,2280,77972,1,3,8,1460,820,1977,98059,2460,14430
209950,3,1.75,1100,5525,1,5,6,1100,0,1968,98042,1050,5200
568000,3,1.75,1760,235224,1,3,7,1760,0,1973,98053,2320,87120
338500,3,1.75,2130,5489,1,3,8,1370,760,1999,98070,1750,7200
350000,3,1.75,1980,273556,1,3,6,1040,940,1956,98042,2180,217799
310000,3,1.75,1840,10723,1,4,7,1220,620,1974,98058,1590,9820
312500,3,1.75,1830,7969,1,3,7,930,900,1950,98055,1790,7425
461000,3,1.75,1420,5170,1,4,7,1420,0,1963,98007,2250,7700
299000,3,1.75,2100,15480,1,3,7,2100,0,1983,98001,1330,15657
280000,3,1.75,2630,6500,1,3,7,1330,1300,1958,98055,2520,6500
484000,3,1.75,1950,17400,1,3,7,1210,740,1976,98072,1900,17250
410000,3,1.75,1440,7112,1,3,7,1180,260,1979,98034,1570,9152
525000,3,1.75,2870,26500,1.5,3,8,2870,0,1948,98166,2420,20500
225000,3,1.75,1330,13102,1,3,7,1330,0,1968,98003,1270,11475
350000,3,1.75,1250,13775,1,3,7,1250,0,1990,98045,1260,13707
281000,3,1.75,1350,8737,1,3,7,1350,0,1966,98188,1600,8928
275000,3,1.75,1890,5000,1,3,7,1890,0,2003,98092,2960,5421
641000,3,1.75,1480,9603,1,3,7,1480,0,1952,98004,2660,10766
350000,3,1.75,1820,9545,1,3,7,1230,590,1976,98155,1790,9530
463000,3,1.75,1710,7320,1,3,7,1710,0,1948,98155,2260,8839
277284,3,1.75,1030,4800,1,3,6,930,100,1927,98126,1540,4800
312500,3,1.75,1490,9493,1,4,8,1490,0,1976,98058,2440,9600
325000,3,1.75,1790,27427,1,3,7,1130,660,1978,98065,1610,16684
522000,3,1.75,1630,15600,1,3,7,1630,0,1958,98033,1830,10850
445000,3,1.75,1360,4998,1,3,8,1360,0,1968,98108,1350,4998
214946,3,1.75,1290,8688,1,4,7,1290,0,1980,98042,1750,9090
205000,3,1.75,1200,8631,1,3,7,1200,0,1959,98198,1564,8115
347500,3,1.75,1620,7500,1,3,7,1220,400,1981,98059,1470,7938
620000,3,1.75,1480,2185,2.5,3,9,1480,0,2005,98034,1480,2441
387000,3,1.75,1810,10800,1,5,8,1210,600,1968,98056,1800,10800
440000,3,1.75,2840,16851,1,3,8,1600,1240,1950,98155,2650,11063
308000,3,1.75,1680,8629,1,3,8,1200,480,1977,98198,1990,8400
550000,3,1.75,1940,8376,1,4,8,1290,650,1963,98006,2400,8674
433500,3,1.75,1540,9450,1,4,6,1040,500,1919,98103,1200,5400
577000,3,1.75,1760,12874,1,4,7,1230,530,1967,98005,1950,10240
480000,3,1.75,1740,8528,1,4,7,1290,450,1939,98125,1610,8528
355000,3,1.75,1460,7203,1,3,7,1460,0,1990,98056,1570,7203
210000,3,1.75,1400,7300,2,3,6,1400,0,1948,98178,1440,10825
432000,3,1.75,1470,6250,1,4,7,1070,400,1939,98155,2630,7050
635000,3,1.75,1340,3900,2,5,7,1340,0,1900,98107,1470,1611
415000,3,1.75,1770,10513,1,4,7,1400,370,1982,98028,2070,9968
241250,3,1.75,1350,7588,1,3,7,1350,0,1993,98010,1470,7341
420000,3,1.75,1060,38644,1,3,7,1060,0,1983,98077,1310,11416
395000,3,1.75,1460,22651,1,4,7,1460,0,1961,98027,2030,49222
295000,3,1.75,1770,8235,1,3,7,1030,740,1960,98148,1560,8918
770000,3,1.75,1900,6334,1,3,8,1450,450,1948,98105,1530,6334
820000,3,1.75,2160,6272,1,4,8,1390,770,1960,98115,1290,5376
325000,3,1.75,2080,6554,1,3,7,1040,1040,1950,98118,1230,5650
580000,3,1.75,1460,2800,2,3,7,1460,0,1928,98117,1220,4062
245000,3,1.75,1670,11452,1,3,8,1670,0,1992,98022,1820,11152
244000,3,1.75,1460,4692,1,3,7,1460,0,1988,98055,1600,4557
350000,3,1.75,1660,10150,1.5,3,7,1660,0,1957,98133,1640,8906
417000,3,1.75,1590,11454,1,4,8,1590,0,1979,98056,1970,9960
198500,3,1.75,1520,7137,1,3,5,1520,0,1932,98168,1240,8602
462600,3,1.75,1430,11761,1,4,8,1430,0,1964,98052,2040,10035
340000,3,1.75,1540,10400,1,3,6,1540,0,1977,98024,1090,7500
525000,3,1.75,1600,9579,1,3,8,1180,420,1977,98072,1750,9829
292000,3,1.75,1090,4500,1.5,5,8,1090,0,1929,98118,1640,5225
526000,3,1.75,1680,3420,1,3,7,960,720,1992,98115,1680,4080
550500,3,1.75,2540,8280,1,3,7,1270,1270,1949,98177,1950,8280
222000,3,1.75,1240,7560,1,3,8,1070,170,1967,98003,1650,7560
400000,3,1.75,2110,19600,1,4,8,2110,0,1959,98055,880,10077
790000,3,1.75,2050,4080,2,3,8,2050,0,1991,98105,1890,4080
393500,3,1.75,1230,1441,2,3,8,1010,220,2004,98116,1170,1942
285000,3,1.75,1600,7500,1,3,7,1600,0,1998,98002,1620,7461
271500,3,1.75,1995,18360,2,3,7,1995,0,1957,98198,1980,13640
390000,3,1.75,1300,10030,1,4,7,1300,0,1967,98034,1520,7713
235000,3,1.75,1370,14030,1,4,8,1370,0,1977,98092,2100,15260
199500,3,1.75,1690,8901,1,3,7,1690,0,1986,98030,1690,7532
220000,3,1.75,1230,7200,1,3,7,1230,0,1986,98023,1540,7210
370000,3,1.75,1530,10300,1,4,7,1530,0,1978,98133,1940,9883
450000,3,1.75,2290,44866,1,3,8,1390,900,1981,98077,2410,44866
340000,3,1.75,1340,196020,1,4,7,1340,0,1987,98010,2250,232230
346950,3,1.75,1830,10954,1,3,7,1830,0,1963,98155,1850,8624
315000,3,1.75,1460,7884,1,3,8,1460,0,1975,98058,2050,7210
330000,3,1.75,1460,9261,1,3,7,1460,0,1985,98056,1550,8800
561500,3,1.75,1960,6380,1,4,7,980,980,1939,98115,1480,6380
230000,3,1.75,1340,8250,1,3,7,1100,240,1985,98042,1540,7860
240415,3,1.75,1120,10187,1,3,7,1120,0,1968,98198,1900,8736
366000,3,1.75,1680,6108,1,3,8,1680,0,1989,98055,2220,5664
353000,3,1.75,1260,11775,1,5,6,1260,0,1942,98108,1270,5480
550000,3,1.75,2240,78225,2,5,8,2240,0,1976,98070,2030,202554
700000,3,1.75,1820,15570,1,3,8,1820,0,1948,98146,2490,9480
240000,3,1.75,1780,5000,1.5,3,6,1080,700,1957,98146,1500,5000
575000,3,1.75,1530,6743,1,3,7,1410,120,1955,98116,2040,6000
620000,3,1.75,2410,35236,1,3,8,2410,0,1980,98072,2110,16980
263500,3,1.75,1540,6273,1,4,6,770,770,1951,98118,1140,5512
381000,3,1.75,1800,6000,1,5,6,900,900,1950,98155,1060,6628
315001,3,1.75,1500,10230,1,2,7,1500,0,1968,98058,1770,8374
525000,3,1.75,1520,7875,1,5,8,1520,0,1969,98006,2150,9428
274000,3,1.75,1590,7620,1,4,7,1090,500,1984,98038,1590,7620
700000,3,1.75,1640,4590,1.5,5,7,1640,0,1951,98115,1760,5100
397500,3,1.75,1300,8480,1,3,7,1300,0,1969,98052,1740,7280
290000,3,1.75,2060,7251,1,3,7,1350,710,1987,98030,1520,7582
527200,3,1.75,1460,4000,1,4,7,730,730,1929,98144,1360,4000
363750,3,1.75,1726,197326,2,4,7,1726,0,1982,98070,2114,99316
585000,3,1.75,2220,216493,1,3,8,2220,0,1989,98014,2900,169884
390000,3,1.75,1260,6500,1,4,7,1260,0,1966,98008,1500,7700
345000,3,1.75,1540,6909,1,4,7,920,620,1955,98155,1130,6908
405000,3,1.75,1900,10454,1,3,7,1390,510,1978,98155,2000,12000
626500,3,1.75,1610,3210,1,5,7,910,700,1928,98103,1420,3210
419000,3,1.75,2140,15030,1,4,7,1570,570,1958,98166,2170,15030
375000,3,1.75,1590,14766,1,3,8,1590,0,1963,98007,2040,10190
600000,3,1.75,1650,5100,1,5,7,1040,610,1908,98115,1540,5100
424000,3,1.75,1430,6818,1,5,7,1430,0,1972,98034,1480,7210
379600,3,1.75,1270,12420,1,4,7,1270,0,1962,98056,1560,9910
502000,3,1.75,1300,8800,1,4,8,1300,0,1963,98008,1350,8800
405000,3,1.75,1980,8100,1,4,7,1310,670,1949,98133,1450,8212
315000,3,1.75,1480,6800,1,4,7,1480,0,1968,98055,1500,7900
490000,3,1.75,1660,8208,1,4,8,1660,0,1965,98005,2210,11000
248500,3,1.75,2090,12026,1,4,7,2090,0,1948,98002,1700,9496
310000,3,1.75,1140,8263,1,5,7,1140,0,1950,98155,1140,6770
538000,3,1.75,1400,3825,1.5,4,6,1100,300,1904,98117,1720,5100
310000,3,1.75,2070,37904,1,4,7,1420,650,1973,98058,2011,19110
650500,3,1.75,1740,4400,1.5,3,8,1740,0,1903,98122,1740,4400
760000,3,1.75,1410,15120,1,4,7,1410,0,1950,98004,1880,15120
